BADANIE;Jednostka;Cena
MR PILNE inne  angio;kosmowroclaw;0
MR PILNE inne  angio;medinet;0
MR PILNE inne  angio;nrkrakow;0
MR PILNE inne  angio;nzozevita;0
MR PILNE inne  angio;powiatsredzki;0
MR PILNE inne  angio;smtorun;0
MR PILNE inne  angio;szpitalsiemiatycze;0
MR PILNE inne  angio;tdallmedica;0
MR PILNE inne  angio;tdcmbatorego;0
MR PILNE inne  angio;tdcrir;0
MR PILNE inne  angio;tdkoszalinmswia;0
MR PILNE inne  angio;tdorzesze;0
MR PILNE inne  angio;tdstalowawola;0
MR PILNE inne  angio;tdtargowek;0
MR PILNE inne  angio;tdzozwola;0
MR PILNE inne  angio;wegorzewo;0
MR PILNE inne  angio;wimed;0
MR PILNE inne  angio;wss5;0
MR PILNE inne  angio;bialogard;0
MR PILNE inne  angio;brodnica;0
MR PILNE inne  angio;brzesko;0
MR PILNE inne  angio;cobydgoszcz;0
MR PILNE inne  angio;dcmdolmed;0
MR PILNE inne  angio;dzierzoniow;0
MR PILNE inne  angio;faceclinic;0
MR PILNE inne  angio;goleniow;0
MR PILNE inne  angio;gorlice;0
MR PILNE inne  angio;grajewo;0
MR PILNE inne  angio;grodzisk;0
MR PILNE inne  angio;kartuzy;0
MR PILNE inne  angio;klodzko;0
MR PILNE inne  angio;lapy;0
MR PILNE inne  angio;lubaczow;0
MR PILNE inne  angio;mswsiedlce;0
MR PILNE inne  angio;nml;0
MR PILNE inne  angio;ostrow;0
MR PILNE inne  angio;pczotwock;0
MR PILNE inne  angio;radiomedica;0
MR PILNE inne  angio;rybnik;0
MR PILNE inne  angio;scanmed;0
MR PILNE inne  angio;sokolow;250
MR PILNE inne  angio;spbochnia;0
MR PILNE inne  angio;spzozlezajsk;0
MR PILNE inne  angio;spzozmc;0
MR PILNE inne  angio;spzozturek;0
MR PILNE inne  angio;spzzozsierpc;0
MR PILNE inne  angio;starachowice;0
MR PILNE inne  angio;swk;0
MR PILNE inne  angio;szpitaldzieciecy;0
MR PILNE inne  angio;szpitallubartow;0
MR PILNE inne  angio;szpitalopole;0
MR PILNE inne  angio;szpitalzakopane;0
MR PILNE inne  angio;szpitalzawiercie;0
MR PILNE inne  angio;tdbelzyce;0
MR PILNE inne  angio;tdbonifratrzy;0
MR PILNE inne  angio;tdbrodnowski;0
MR PILNE inne  angio;tdemcpiaseczno;0
MR PILNE inne  angio;tdgammaknife;0
MR PILNE inne  angio;tdgniezno;0
MR PILNE inne  angio;tdipin;0
MR PILNE inne  angio;tdkluczbork;0
MR PILNE inne  angio;tdkolbuszowa;0
MR PILNE inne  angio;tdksskrakow;0
MR PILNE inne  angio;tdneuromedyka;0
MR PILNE inne  angio;tdnowomedica;0
MR PILNE inne  angio;tdonkologiaradom;0
MR PILNE inne  angio;tdparczew;0
MR PILNE inne  angio;tdpionki;0
MR PILNE inne  angio;tdpraski;0
MR PILNE inne  angio;tdpoludniowy;0
MR PILNE inne  angio;tdpyrzyce;0
MR PILNE inne  angio;tdscanmedak5;0
MR PILNE inne  angio;tdscanmedpila;0
MR PILNE inne  angio;tdsmswinoujscie;0
MR PILNE inne  angio;tdspectrum;0
MR PILNE inne  angio;tdspzozkolo;0
MR PILNE inne  angio;tdspzozsiedlce;0
MR PILNE inne  angio;tdsulechowNOWY;0
MR PILNE inne  angio;tdszpitalchelm;0
MR PILNE inne  angio;tdszpitalkolno;0
MR PILNE inne  angio;tdwszplock;290
MR PILNE inne  angio;tdzoznidzica;0
MR PILNE inne  angio;tdzozplonsk;0
MR PILNE inne  angio;td7szmw;0
MR PILNE inne  angio;tworki;320
MR PILNE inne  angio;uskbialystok;0
MR PILNE inne  angio;uskpoznan;0
MR PILNE inne  angio;wlodawa;0
MR PILNE inne  angio;zambrow;0
MR PILNE inne  angio;zgorzelec;0
MR PILNE inne  angio;zozbiala;0
MR PILNE inne  angio;zozswietochlowice;0
MR PILNE inne  angio;almed;0
MR PILNE inne  angio;dabrowatarnowska;0
MR PILNE inne  angio;grupazdrowie;0
MR PILNE inne  angio;komed;0
MR PILNE inne  angio;poddebice2;0
MR PILNE inne  angio;swp;462,5
MR PILNE inne  angio;puszczykowo;462,5
MR PILNE inne  angio;rodamed;297
MR PILNE inne  angio;sm4gliwice;240
MR PILNE inne  angio;spzozswidnica;0
MR PILNE inne  angio;szpitaljaslo;0
MR PILNE inne  angio;szpitalrydygier;0
MR PILNE inne  angio;tdmilicz;0
MR PILNE inne  angio;tdsuchab;0
MR PILNE inne  angio;tomograf;462,5
MR PILNE inne  angio;wsswroclaw;0
MR PILNE inne  angio;wysmaz;363
MR PILNE inne  angio;zozbol;248,17
MR PILNE inne  angio;zozboleslawiec;248,17
MR PILNE inne  angio;zozsochaczew;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;alfasochaczew;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;bimed;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;diamed;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;domchojna2;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;domchojna;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;gz;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;gzplonsk;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;gzszczecin;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;kamienpomorski;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;kosmowroclaw;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;medinet;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;nrkrakow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;nzozevita;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;powiatsredzki;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;smtorun;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitalsiemiatycze;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdallmedica;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdcmbatorego;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdcrir;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdkoszalinmswia;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdorzesze;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdstalowawola;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdtargowek;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdzozwola;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;wegorzewo;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;wimed;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;wss5;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;bialogard;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;brodnica;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;brzesko;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;cobydgoszcz;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;dcmdolmed;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;dzierzoniow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;faceclinic;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;goleniow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;gorlice;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;grajewo;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;grodzisk;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;kartuzy;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;klodzko;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;lapy;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;lubaczow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;mswsiedlce;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;nml;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;ostrow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;pczotwock;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;radiomedica;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;rybnik;30
MR PLANOWE GŁ/KRG PORÓWNAWCZE;scanmed;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;sokolow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;spbochnia;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;spzozlezajsk;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;spzozmc;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;spzozturek;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;spzzozsierpc;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;starachowice;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;swk;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitaldzieciecy;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitallubartow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitalopole;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitalzakopane;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitalzawiercie;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdbelzyce;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdbonifratrzy;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdbrodnowski;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdemcpiaseczno;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdgammaknife;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdgniezno;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdipin;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdkluczbork;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdkolbuszowa;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdksskrakow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdneuromedyka;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdnowomedica;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdonkologiaradom;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdparczew;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdpionki;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdpraski;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdpoludniowy;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdpyrzyce;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdscanmedak5;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdscanmedpila;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdsmswinoujscie;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdspectrum;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdspzozkolo;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdspzozsiedlce;150
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdsulechowNOWY;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdszpitalchelm;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdszpitalkolno;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdwszplock;50
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdzoznidzica;320
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdzozplonsk;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;td7szmw;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tworki;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;uskbialystok;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;uskpoznan;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;wlodawa;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zambrow;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zgorzelec;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zozbiala;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zozswietochlowice;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;almed;86
MR PLANOWE GŁ/KRG PORÓWNAWCZE;dabrowatarnowska;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;grupazdrowie;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;komed;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;poddebice2;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;swp;105
MR PLANOWE GŁ/KRG PORÓWNAWCZE;puszczykowo;105
MR PLANOWE GŁ/KRG PORÓWNAWCZE;rodamed;19
MR PLANOWE GŁ/KRG PORÓWNAWCZE;sm4gliwice;42
MR PLANOWE GŁ/KRG PORÓWNAWCZE;spzozswidnica;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitaljaslo;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;szpitalrydygier;42
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdmilicz;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tdsuchab;0
MR PLANOWE GŁ/KRG PORÓWNAWCZE;tomograf;105
MR PLANOWE GŁ/KRG PORÓWNAWCZE;wsswroclaw;52,5
MR PLANOWE GŁ/KRG PORÓWNAWCZE;wysmaz;50
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zozbol;128,72
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zozboleslawiec;128,72
MR PLANOWE GŁ/KRG PORÓWNAWCZE;zozsochaczew;0
MR PLANOWE  stawy PORÓWNAWCZE;alfasochaczew;0
MR PLANOWE  stawy PORÓWNAWCZE;bimed;0
MR PLANOWE  stawy PORÓWNAWCZE;diamed;0
MR PLANOWE  stawy PORÓWNAWCZE;domchojna2;0
MR PLANOWE  stawy PORÓWNAWCZE;domchojna;0
MR PLANOWE  stawy PORÓWNAWCZE;gz;0
MR PLANOWE  stawy PORÓWNAWCZE;gzplonsk;0
MR PLANOWE  stawy PORÓWNAWCZE;gzszczecin;0
MR PLANOWE  stawy PORÓWNAWCZE;kamienpomorski;0
MR PLANOWE  stawy PORÓWNAWCZE;kosmowroclaw;0
MR PLANOWE  stawy PORÓWNAWCZE;medinet;0
MR PLANOWE  stawy PORÓWNAWCZE;nrkrakow;0
MR PLANOWE  stawy PORÓWNAWCZE;nzozevita;0
MR PLANOWE  stawy PORÓWNAWCZE;powiatsredzki;0
MR PLANOWE  stawy PORÓWNAWCZE;smtorun;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitalsiemiatycze;0
MR PLANOWE  stawy PORÓWNAWCZE;tdallmedica;0
MR PLANOWE  stawy PORÓWNAWCZE;tdcmbatorego;0
MR PLANOWE  stawy PORÓWNAWCZE;tdcrir;0
MR PLANOWE  stawy PORÓWNAWCZE;tdkoszalinmswia;0
MR PLANOWE  stawy PORÓWNAWCZE;tdorzesze;0
MR PLANOWE  stawy PORÓWNAWCZE;tdstalowawola;0
MR PLANOWE  stawy PORÓWNAWCZE;tdtargowek;0
MR PLANOWE  stawy PORÓWNAWCZE;tdzozwola;0
MR PLANOWE  stawy PORÓWNAWCZE;wegorzewo;0
MR PLANOWE  stawy PORÓWNAWCZE;wimed;0
MR PLANOWE  stawy PORÓWNAWCZE;wss5;0
MR PLANOWE  stawy PORÓWNAWCZE;bialogard;0
MR PLANOWE  stawy PORÓWNAWCZE;brodnica;0
MR PLANOWE  stawy PORÓWNAWCZE;brzesko;0
MR PLANOWE  stawy PORÓWNAWCZE;cobydgoszcz;0
MR PLANOWE  stawy PORÓWNAWCZE;dcmdolmed;0
MR PLANOWE  stawy PORÓWNAWCZE;dzierzoniow;0
MR PLANOWE  stawy PORÓWNAWCZE;faceclinic;0
MR PLANOWE  stawy PORÓWNAWCZE;goleniow;0
MR PLANOWE  stawy PORÓWNAWCZE;gorlice;0
MR PLANOWE  stawy PORÓWNAWCZE;grajewo;0
MR PLANOWE  stawy PORÓWNAWCZE;grodzisk;0
MR PLANOWE  stawy PORÓWNAWCZE;kartuzy;0
MR PLANOWE  stawy PORÓWNAWCZE;klodzko;0
MR PLANOWE  stawy PORÓWNAWCZE;lapy;0
MR PLANOWE  stawy PORÓWNAWCZE;lubaczow;0
MR PLANOWE  stawy PORÓWNAWCZE;mswsiedlce;0
MR PLANOWE  stawy PORÓWNAWCZE;nml;0
MR PLANOWE  stawy PORÓWNAWCZE;ostrow;0
MR PLANOWE  stawy PORÓWNAWCZE;pczotwock;0
MR PLANOWE  stawy PORÓWNAWCZE;radiomedica;0
MR PLANOWE  stawy PORÓWNAWCZE;rybnik;30
MR PLANOWE  stawy PORÓWNAWCZE;scanmed;0
MR PLANOWE  stawy PORÓWNAWCZE;sokolow;0
MR PLANOWE  stawy PORÓWNAWCZE;spbochnia;0
MR PLANOWE  stawy PORÓWNAWCZE;spzozlezajsk;0
MR PLANOWE  stawy PORÓWNAWCZE;spzozmc;0
MR PLANOWE  stawy PORÓWNAWCZE;spzozturek;0
MR PLANOWE  stawy PORÓWNAWCZE;spzzozsierpc;0
MR PLANOWE  stawy PORÓWNAWCZE;starachowice;0
MR PLANOWE  stawy PORÓWNAWCZE;swk;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitaldzieciecy;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitallubartow;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitalopole;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitalzakopane;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitalzawiercie;0
MR PLANOWE  stawy PORÓWNAWCZE;tdbelzyce;0
MR PLANOWE  stawy PORÓWNAWCZE;tdbonifratrzy;0
MR PLANOWE  stawy PORÓWNAWCZE;tdbrodnowski;0
MR PLANOWE  stawy PORÓWNAWCZE;tdemcpiaseczno;0
MR PLANOWE  stawy PORÓWNAWCZE;tdgammaknife;0
MR PLANOWE  stawy PORÓWNAWCZE;tdgniezno;0
MR PLANOWE  stawy PORÓWNAWCZE;tdipin;0
MR PLANOWE  stawy PORÓWNAWCZE;tdkluczbork;0
MR PLANOWE  stawy PORÓWNAWCZE;tdkolbuszowa;0
MR PLANOWE  stawy PORÓWNAWCZE;tdksskrakow;0
MR PLANOWE  stawy PORÓWNAWCZE;tdneuromedyka;0
MR PLANOWE  stawy PORÓWNAWCZE;tdnowomedica;0
MR PLANOWE  stawy PORÓWNAWCZE;tdonkologiaradom;0
MR PLANOWE  stawy PORÓWNAWCZE;tdparczew;0
MR PLANOWE  stawy PORÓWNAWCZE;tdpionki;0
MR PLANOWE  stawy PORÓWNAWCZE;tdpraski;0
MR PLANOWE  stawy PORÓWNAWCZE;tdpoludniowy;0
MR PLANOWE  stawy PORÓWNAWCZE;tdpyrzyce;0
MR PLANOWE  stawy PORÓWNAWCZE;tdscanmedak5;0
MR PLANOWE  stawy PORÓWNAWCZE;tdscanmedpila;0
MR PLANOWE  stawy PORÓWNAWCZE;tdsmswinoujscie;0
MR PLANOWE  stawy PORÓWNAWCZE;tdspectrum;0
MR PLANOWE  stawy PORÓWNAWCZE;tdspzozkolo;0
MR PLANOWE  stawy PORÓWNAWCZE;tdspzozsiedlce;150
MR PLANOWE  stawy PORÓWNAWCZE;tdsulechowNOWY;0
MR PLANOWE  stawy PORÓWNAWCZE;tdszpitalchelm;0
MR PLANOWE  stawy PORÓWNAWCZE;tdszpitalkolno;0
MR PLANOWE  stawy PORÓWNAWCZE;tdwszplock;50
MR PLANOWE  stawy PORÓWNAWCZE;tdzoznidzica;320
MR PLANOWE  stawy PORÓWNAWCZE;tdzozplonsk;0
MR PLANOWE  stawy PORÓWNAWCZE;td7szmw;0
MR PLANOWE  stawy PORÓWNAWCZE;tworki;0
MR PLANOWE  stawy PORÓWNAWCZE;uskbialystok;0
MR PLANOWE  stawy PORÓWNAWCZE;uskpoznan;0
MR PLANOWE  stawy PORÓWNAWCZE;wlodawa;0
MR PLANOWE  stawy PORÓWNAWCZE;zambrow;0
MR PLANOWE  stawy PORÓWNAWCZE;zgorzelec;0
MR PLANOWE  stawy PORÓWNAWCZE;zozbiala;0
MR PLANOWE  stawy PORÓWNAWCZE;zozswietochlowice;0
MR PLANOWE  stawy PORÓWNAWCZE;almed;104
MR PLANOWE  stawy PORÓWNAWCZE;dabrowatarnowska;0
MR PLANOWE  stawy PORÓWNAWCZE;grupazdrowie;0
MR PLANOWE  stawy PORÓWNAWCZE;komed;0
MR PLANOWE  stawy PORÓWNAWCZE;poddebice2;0
MR PLANOWE  stawy PORÓWNAWCZE;swp;145
MR PLANOWE  stawy PORÓWNAWCZE;puszczykowo;145
MR PLANOWE  stawy PORÓWNAWCZE;rodamed;22
MR PLANOWE  stawy PORÓWNAWCZE;sm4gliwice;58
MR PLANOWE  stawy PORÓWNAWCZE;spzozswidnica;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitaljaslo;0
MR PLANOWE  stawy PORÓWNAWCZE;szpitalrydygier;48
MR PLANOWE  stawy PORÓWNAWCZE;tdmilicz;0
MR PLANOWE  stawy PORÓWNAWCZE;tdsuchab;0
MR PLANOWE  stawy PORÓWNAWCZE;tomograf;145
MR PLANOWE  stawy PORÓWNAWCZE;wsswroclaw;65
MR PLANOWE  stawy PORÓWNAWCZE;wysmaz;65
MR PLANOWE  stawy PORÓWNAWCZE;zozbol;128,72
MR PLANOWE  stawy PORÓWNAWCZE;zozboleslawiec;128,72
MR PLANOWE  stawy PORÓWNAWCZE;zozsochaczew;0
MR PLANOWE  inne PORÓWNAWCZE;alfasochaczew;0
MR PLANOWE  inne PORÓWNAWCZE;bimed;0
MR PLANOWE  inne PORÓWNAWCZE;diamed;0
MR PLANOWE  inne PORÓWNAWCZE;domchojna2;0
MR PLANOWE  inne PORÓWNAWCZE;domchojna;0
MR PLANOWE  inne PORÓWNAWCZE;gz;0
MR PLANOWE  inne PORÓWNAWCZE;gzplonsk;0
MR PLANOWE  inne PORÓWNAWCZE;gzszczecin;0
MR PLANOWE  inne PORÓWNAWCZE;kamienpomorski;0
MR PLANOWE  inne PORÓWNAWCZE;kosmowroclaw;0
MR PLANOWE  inne PORÓWNAWCZE;medinet;0
MR PLANOWE  inne PORÓWNAWCZE;nrkrakow;0
MR PLANOWE  inne PORÓWNAWCZE;nzozevita;0
MR PLANOWE  inne PORÓWNAWCZE;powiatsredzki;0
MR PLANOWE  inne PORÓWNAWCZE;smtorun;0
MR PLANOWE  inne PORÓWNAWCZE;szpitalsiemiatycze;0
MR PLANOWE  inne PORÓWNAWCZE;tdallmedica;0
MR PLANOWE  inne PORÓWNAWCZE;tdcmbatorego;0
MR PLANOWE  inne PORÓWNAWCZE;tdcrir;0
MR PLANOWE  inne PORÓWNAWCZE;tdkoszalinmswia;0
MR PLANOWE  inne PORÓWNAWCZE;tdorzesze;0
MR PLANOWE  inne PORÓWNAWCZE;tdstalowawola;0
MR PLANOWE  inne PORÓWNAWCZE;tdtargowek;0
MR PLANOWE  inne PORÓWNAWCZE;tdzozwola;0
MR PLANOWE  inne PORÓWNAWCZE;wegorzewo;0
MR PLANOWE  inne PORÓWNAWCZE;wimed;0
MR PLANOWE  inne PORÓWNAWCZE;wss5;0
MR PLANOWE  inne PORÓWNAWCZE;bialogard;0
MR PLANOWE  inne PORÓWNAWCZE;brodnica;0
MR PLANOWE  inne PORÓWNAWCZE;brzesko;0
MR PLANOWE  inne PORÓWNAWCZE;cobydgoszcz;0
MR PLANOWE  inne PORÓWNAWCZE;dcmdolmed;0
MR PLANOWE  inne PORÓWNAWCZE;dzierzoniow;0
MR PLANOWE  inne PORÓWNAWCZE;faceclinic;0
MR PLANOWE  inne PORÓWNAWCZE;goleniow;0
MR PLANOWE  inne PORÓWNAWCZE;gorlice;0
MR PLANOWE  inne PORÓWNAWCZE;grajewo;0
MR PLANOWE  inne PORÓWNAWCZE;grodzisk;0
MR PLANOWE  inne PORÓWNAWCZE;kartuzy;0
MR PLANOWE  inne PORÓWNAWCZE;klodzko;0
MR PLANOWE  inne PORÓWNAWCZE;lapy;0
MR PLANOWE  inne PORÓWNAWCZE;lubaczow;0
MR PLANOWE  inne PORÓWNAWCZE;mswsiedlce;0
MR PLANOWE  inne PORÓWNAWCZE;nml;0
MR PLANOWE  inne PORÓWNAWCZE;ostrow;0
MR PLANOWE  inne PORÓWNAWCZE;pczotwock;0
MR PLANOWE  inne PORÓWNAWCZE;radiomedica;0
MR PLANOWE  inne PORÓWNAWCZE;rybnik;30
MR PLANOWE  inne PORÓWNAWCZE;scanmed;0
MR PLANOWE  inne PORÓWNAWCZE;sokolow;0
MR PLANOWE  inne PORÓWNAWCZE;spbochnia;0
MR PLANOWE  inne PORÓWNAWCZE;spzozlezajsk;0
MR PLANOWE  inne PORÓWNAWCZE;spzozmc;0
MR PLANOWE  inne PORÓWNAWCZE;spzozturek;0
MR PLANOWE  inne PORÓWNAWCZE;spzzozsierpc;0
MR PLANOWE  inne PORÓWNAWCZE;starachowice;0
MR PLANOWE  inne PORÓWNAWCZE;swk;0
MR PLANOWE  inne PORÓWNAWCZE;szpitaldzieciecy;0
MR PLANOWE  inne PORÓWNAWCZE;szpitallubartow;0
MR PLANOWE  inne PORÓWNAWCZE;szpitalopole;0
MR PLANOWE  inne PORÓWNAWCZE;szpitalzakopane;0
MR PLANOWE  inne PORÓWNAWCZE;szpitalzawiercie;0
MR PLANOWE  inne PORÓWNAWCZE;tdbelzyce;0
MR PLANOWE  inne PORÓWNAWCZE;tdbonifratrzy;0
MR PLANOWE  inne PORÓWNAWCZE;tdbrodnowski;0
MR PLANOWE  inne PORÓWNAWCZE;tdemcpiaseczno;0
MR PLANOWE  inne PORÓWNAWCZE;tdgammaknife;0
MR PLANOWE  inne PORÓWNAWCZE;tdgniezno;0
MR PLANOWE  inne PORÓWNAWCZE;tdipin;0
MR PLANOWE  inne PORÓWNAWCZE;tdkluczbork;0
MR PLANOWE  inne PORÓWNAWCZE;tdkolbuszowa;0
MR PLANOWE  inne PORÓWNAWCZE;tdksskrakow;0
MR PLANOWE  inne PORÓWNAWCZE;tdneuromedyka;0
MR PLANOWE  inne PORÓWNAWCZE;tdnowomedica;0
MR PLANOWE  inne PORÓWNAWCZE;tdonkologiaradom;0
MR PLANOWE  inne PORÓWNAWCZE;tdparczew;0
MR PLANOWE  inne PORÓWNAWCZE;tdpionki;0
MR PLANOWE  inne PORÓWNAWCZE;tdpraski;0
MR PLANOWE  inne PORÓWNAWCZE;tdpoludniowy;0
MR PLANOWE  inne PORÓWNAWCZE;tdpyrzyce;0
MR PLANOWE  inne PORÓWNAWCZE;tdscanmedak5;0
MR PLANOWE  inne PORÓWNAWCZE;tdscanmedpila;0
MR PLANOWE  inne PORÓWNAWCZE;tdsmswinoujscie;0
MR PLANOWE  inne PORÓWNAWCZE;tdspectrum;0
MR PLANOWE  inne PORÓWNAWCZE;tdspzozkolo;0
MR PLANOWE  inne PORÓWNAWCZE;tdspzozsiedlce;150
MR PLANOWE  inne PORÓWNAWCZE;tdsulechowNOWY;0
MR PLANOWE  inne PORÓWNAWCZE;tdszpitalchelm;0
MR PLANOWE  inne PORÓWNAWCZE;tdszpitalkolno;0
MR PLANOWE  inne PORÓWNAWCZE;tdwszplock;0
MR PLANOWE  inne PORÓWNAWCZE;tdzoznidzica;320
MR PLANOWE  inne PORÓWNAWCZE;tdzozplonsk;0
MR PLANOWE  inne PORÓWNAWCZE;td7szmw;0
MR PLANOWE  inne PORÓWNAWCZE;tworki;0
MR PLANOWE  inne PORÓWNAWCZE;uskbialystok;0
MR PLANOWE  inne PORÓWNAWCZE;uskpoznan;0
MR PLANOWE  inne PORÓWNAWCZE;wlodawa;0
